timestamp,domain,success,rtt_ms,ips
2025-10-25T02:21:36,tenant-internet.com,0,48.921,
2025-10-25T02:21:36,gadanguides.com,1,426.493,2a02:250:0:8::53;93.188.2.51
2025-10-25T02:21:36,charityjob.co.uk,1,50.730,104.24.144.14;104.24.145.14;172.67.64.72;2606:4700:20::6818:900e;2606:4700:20::6818:910e;2606:4700:20::ac43:4048
2025-10-25T02:21:36,sarahpartridge.net,0,38.212,
2025-10-25T02:21:37,ecolems.com,1,108.194,51.103.54.68
2025-10-25T02:21:37,marilynlingerie.com,0,51.968,
2025-10-25T02:21:37,anvilnetworksolutions.net,1,315.186,2001:8d8:100f:f000::200;217.160.0.13
2025-10-25T02:21:37,cdmail.fr,1,476.629,5.196.212.149
2025-10-25T02:21:37,freeditorial.com,1,57.759,51.178.246.100
2025-10-25T02:21:38,ciber.com,1,75.424,103.247.209.15
2025-10-25T02:21:38,get-webby.com,0,50.615,
2025-10-25T02:21:38,gadgetgearpro.com,0,105.991,
2025-10-25T02:21:38,sonoma-marinfair.org,1,393.642,104.21.34.187;172.67.163.188;2606:4700:3030::6815:22bb;2606:4700:3035::ac43:a3bc
2025-10-25T02:21:39,ishidatic.com,1,641.018,15.197.172.60
2025-10-25T02:21:39,minecraftserverdeals.com,1,115.557,104.21.1.113;172.67.129.48;2606:4700:3034::6815:171;2606:4700:3034::ac43:8130
2025-10-25T02:21:39,romney.com,1,387.452,208.91.197.27
2025-10-25T02:21:39,bookingnest.com,1,159.429,13.248.169.48;76.223.54.146
2025-10-25T02:21:41,metar.gr,1,1700.326,75.119.133.58
2025-10-25T02:21:41,bigliettieventi.info,0,398.685,
2025-10-25T02:21:42,asseenontvlaunchpad.com,0,103.466,
2025-10-25T02:21:42,ftf.com,1,71.784,23.227.38.65
2025-10-25T02:21:42,polymth.com,1,44.941,104.21.57.169;172.67.147.218;2606:4700:3030::ac43:93da;2606:4700:3036::6815:39a9
2025-10-25T02:21:42,crsgfk.de,0,347.457,
2025-10-25T02:21:42,urbannetwork.co.uk,1,118.759,85.92.70.198
