timestamp,domain,success,rtt_ms,ips
2025-10-24T06:00:06,tuhafhaberler.com,0,7.422,
2025-10-24T06:00:06,rtsab.com,0,25.292,
2025-10-24T06:00:06,i-butterfly.ru,1,21.958,104.21.88.172;172.67.151.138;2606:4700:3031::6815:58ac;2606:4700:3033::ac43:978a
2025-10-24T06:00:07,datepanchang.com,1,44.282,13.75.66.141
2025-10-24T06:00:07,localhost.re,1,25.035,104.21.50.127;172.67.163.57;2606:4700:3033::ac43:a339;2606:4700:3035::6815:327f
2025-10-24T06:00:07,daehepharma.com,0,166.293,
2025-10-24T06:00:07,ex-jw.org,1,4.060,185.230.63.107;185.230.63.171;185.230.63.186
2025-10-24T06:00:11,us.tf,0,4056.278,
2025-10-24T06:00:11,informarexresistere.fr,1,17.454,178.32.143.165;2001:41d0:301:11::100
2025-10-24T06:00:11,running-sigi.de,0,7.763,
2025-10-24T06:00:11,buynowfromusa.com,1,23.114,35.223.118.1
2025-10-24T06:00:11,pbprofile.com,0,5.486,
2025-10-24T06:00:11,fini.net,1,88.519,198.57.192.137
2025-10-24T06:00:11,globalpoliticalspectrum.com,0,7.143,
2025-10-24T06:00:11,41latitude.com,0,4.872,
2025-10-24T06:00:12,zzxu.cn,0,394.389,
2025-10-24T06:00:12,energybulbs.co.uk,1,369.322,23.227.38.32
2025-10-24T06:00:12,o-ov.com,0,318.575,
2025-10-24T06:00:12,lozo.com,1,24.271,107.21.144.47;34.192.96.224
2025-10-24T06:00:12,tottenhamhk.com,0,6.571,
2025-10-24T06:00:12,newstetic.com,1,27.429,104.21.3.241;172.67.131.89;2606:4700:3035::6815:3f1;2606:4700:3035::ac43:8359
2025-10-24T06:00:13,triggerfish.se,1,357.194,162.159.134.42;162.159.135.42
2025-10-24T06:00:13,reprosystems.ru,1,22.833,104.21.59.11;172.67.167.102
2025-10-24T06:00:14,interfloracentral.co.uk,1,766.689,217.69.32.44
2025-10-24T06:00:14,afairjudgement.com,1,26.546,104.21.56.56;172.67.178.132;2606:4700:3035::6815:3838;2606:4700:3036::ac43:b284
2025-10-24T06:00:14,owlcreek.com,1,3.052,205.178.189.129
2025-10-24T06:00:14,radioterminal.ru,1,417.182,188.225.40.161;2a03:6f00:6:1::bce1:28a1
2025-10-24T06:00:14,junio.com,1,397.527,209.196.144.25
