timestamp,domain,success,rtt_ms,ips
2025-10-25T02:21:01,likeminded.ca,1,481.891,198.100.154.154
2025-10-25T02:21:02,alltransport.ru,1,927.106,141.8.192.214
2025-10-25T02:21:03,brown.edu,1,404.650,128.148.252.151
2025-10-25T02:21:03,fauzanalfi.com,0,111.609,
2025-10-25T02:21:03,supreetsethi.net,0,56.046,
2025-10-25T02:21:03,gucenmez.com,1,56.037,104.21.39.228;172.67.149.173;2606:4700:3030::ac43:95ad;2606:4700:3036::6815:27e4
2025-10-25T02:21:04,seedy.dk,1,858.290,93.191.156.22
2025-10-25T02:21:05,51cdngo.com,0,882.898,
2025-10-25T02:21:05,simple-health-reports.com,0,49.750,
2025-10-25T02:21:05,hivelocitymedia.com,1,51.540,104.21.1.224;172.67.152.101;2606:4700:3030::ac43:9865;2606:4700:3034::6815:1e0
2025-10-25T02:21:05,jabeye.org,1,554.785,173.236.216.220
2025-10-25T02:21:05,ticketbis.com,0,276.647,
2025-10-25T02:21:06,cellularfactory.com,1,384.058,208.91.197.27
2025-10-25T02:21:07,tsksv.ru,1,830.759,91.199.149.117
2025-10-25T02:21:07,gaybodyblog.com,1,48.180,148.72.167.158
2025-10-25T02:21:07,datadikdki.net,1,115.117,104.21.55.109;172.67.171.27;2606:4700:3031::6815:376d;2606:4700:3037::ac43:ab1b
2025-10-25T02:21:07,mumphi.de,1,424.123,87.106.48.102
2025-10-25T02:21:08,brfone.com,1,414.152,13.223.25.84;2600:1f18:4ae:c605:dd5d:b838:5816:d7fb;2600:1f18:4ae:c606:78d4:4260:db4e:aeee;54.243.117.197
2025-10-25T02:21:08,newpages2u.com,1,304.266,110.74.174.131;2403:bc00:7fff:7::2
2025-10-25T02:21:08,bigjournalism.com,1,54.276,104.21.75.65;172.67.215.184;2606:4700:3033::6815:4b41;2606:4700:3033::ac43:d7b8
2025-10-25T02:21:08,congsoxanh.com,1,275.107,104.21.64.129;172.67.150.218;2606:4700:3032::ac43:96da;2606:4700:3033::6815:4081
2025-10-25T02:21:09,visualtap.com,1,386.095,52.20.84.62
2025-10-25T02:21:09,oberoncompany.com,1,68.641,104.21.68.213;172.67.198.171;2606:4700:3031::6815:44d5;2606:4700:3034::ac43:c6ab
2025-10-25T02:21:09,consejodentistas.org,1,538.184,213.151.115.236
2025-10-25T02:21:10,k-dsl.de,0,216.031,
2025-10-25T02:21:10,asip.es,0,247.424,
2025-10-25T02:21:10,androgyn.org,1,389.938,2001:8d8:100f:f000::254;217.160.0.127
